customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9565_DJPIB,Female,0,No,Yes,4,Yes,Yes,FiberOptic,No,Yes,No,No,Yes,No,Month_to_month,No,MailedCheck,89.6,365.65,Yes
4328_VUFWD,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,OneYear,No,ElectronicCheck,59.3,2209.15,No
3301_LSLWQ,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,66.1,1912.15,No
7473_ZBDSN,Female,0,Yes,Yes,14,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,18.8,255.55,No
3166_PNEOF,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,TwoYear,No,CreditCardAutomatic,86.45,5175.3,No
5639_NTUPK,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,CreditCardAutomatic,52.1,670.65,No
8780_YRMTT,Female,0,No,No,66,No,NoPhoneService,DSL,Yes,Yes,Yes,Yes,No,No,TwoYear,Yes,MailedCheck,47.4,3177.25,No
8348_HFYIV,Male,0,No,No,2,No,NoPhoneService,DSL,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,49.25,90.35,Yes
5140_FOMCQ,Female,0,Yes,No,59,Yes,Yes,FiberOptic,Yes,Yes,Yes,No,Yes,Yes,OneYear,Yes,CreditCardAutomatic,109.15,6557.75,No
6242_SGYTS,Male,0,Yes,Yes,62,Yes,Yes,FiberOptic,Yes,Yes,No,No,Yes,No,OneYear,Yes,CreditCardAutomatic,94.95,5791.85,No
8166_ORCHU,Male,1,Yes,No,33,Yes,No,FiberOptic,Yes,Yes,No,Yes,No,Yes,OneYear,Yes,ElectronicCheck,93.55,3055.5,No
8414_OOEEL,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,79.5,5196.1,No
8454_AATJP,Female,0,No,No,72,Yes,Yes,FiberOptic,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,No,CreditCardAutomatic,115.05,8405,No
6849_WLEYG,Male,0,No,Yes,1,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,19.75,19.75,Yes
4659_NZRUF,Female,0,No,No,19,Yes,Yes,FiberOptic,Yes,Yes,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,95.15,1789.25,Yes
4531_AUZNK,Female,0,Yes,Yes,51,Yes,Yes,FiberOptic,Yes,No,No,Yes,Yes,No,OneYear,Yes,MailedCheck,95.15,5000.05,No
4191_XOVOM,Male,0,No,No,63,Yes,Yes,FiberOptic,No,Yes,No,Yes,Yes,Yes,Month_to_month,No,ElectronicCheck,105.4,6713.2,No
2150_OEGBV,Male,0,No,No,27,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,BankTransferAutomatic,20.1,562.6,No
8429_XIBUM,Male,0,No,No,22,Yes,Yes,FiberOptic,Yes,No,No,No,Yes,Yes,Month_to_month,Yes,BankTransferAutomatic,101.35,2317.1,Yes
1855_CFULU,Female,1,No,No,4,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,20.05,91.45,No
4878_BUNFV,Male,0,Yes,Yes,42,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,20.7,828.85,No
1872_EBWSC,Female,0,No,No,29,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,20.35,617.35,No
2608_BHKFN,Female,0,No,No,4,Yes,No,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,CreditCardAutomatic,70.05,266.9,Yes
7026_YMSBE,Male,0,No,No,30,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,19.7,625.05,No
7341_LXCAF,Male,0,Yes,No,4,Yes,Yes,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,74.65,301.4,Yes
6997_UVGOX,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,No,BankTransferAutomatic,85.45,6029.9,No
9674_EHPPG,Male,0,Yes,No,46,No,NoPhoneService,DSL,Yes,No,Yes,Yes,No,No,TwoYear,No,CreditCardAutomatic,40.4,1842.7,No
9462_MJUAW,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month_to_month,No,MailedCheck,50.4,206.6,Yes
8128_YVJRG,Female,0,No,No,7,Yes,Yes,FiberOptic,Yes,No,No,No,No,No,Month_to_month,Yes,MailedCheck,79.65,604.7,Yes
5440_VHLUL,Male,0,No,No,69,Yes,Yes,FiberOptic,No,Yes,No,Yes,Yes,Yes,OneYear,Yes,BankTransferAutomatic,105.2,7386.05,No
5781_BKHOP,Female,0,Yes,No,72,Yes,Yes,FiberOptic,Yes,Yes,Yes,No,Yes,No,TwoYear,No,BankTransferAutomatic,100.65,7334.05,No
4283_FUTGF,Male,1,No,No,19,Yes,Yes,FiberOptic,No,No,Yes,No,No,No,Month_to_month,Yes,ElectronicCheck,79.85,1471.75,Yes
5213_TWWJU,Male,0,No,No,28,Yes,No,FiberOptic,No,No,Yes,Yes,No,Yes,Month_to_month,No,ElectronicCheck,91,2626.15,No
1569_TTNYJ,Male,0,Yes,No,5,Yes,Yes,FiberOptic,No,Yes,No,No,No,No,Month_to_month,Yes,ElectronicCheck,78.75,412.1,Yes
8628_MFKAX,Female,1,Yes,No,72,Yes,Yes,FiberOptic,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,116.75,8277.05,No
2397_BRLOM,Male,1,Yes,Yes,8,Yes,No,FiberOptic,No,No,No,No,Yes,No,Month_to_month,Yes,CreditCardAutomatic,80.45,583.45,Yes
7629_WIXZF,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,OneYear,Yes,ElectronicCheck,59.1,369.25,No
5445_GLVOT,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,49.8,1049.05,No
3976_HXHCE,Male,0,No,No,72,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,BankTransferAutomatic,19.3,1414.8,No
2466_NEJOJ,Male,0,Yes,Yes,8,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,CreditCardAutomatic,19.65,169.75,No
0254_KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,OneYear,Yes,CreditCardAutomatic,81.4,4354.45,No
5472_CVMDX,Female,0,No,No,68,No,NoPhoneService,DSL,Yes,No,Yes,Yes,No,No,TwoYear,No,MailedCheck,38.9,2719.2,No
6461_SZMCV,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,No,BankTransferAutomatic,87.95,6365.35,No
8150_QUDFX,Male,0,No,No,2,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,19.85,51.6,No
9508_ILZDG,Female,1,No,No,34,Yes,Yes,FiberOptic,No,Yes,No,Yes,Yes,No,Month_to_month,Yes,ElectronicCheck,96.35,3190.25,No
2346_DJQTB,Female,0,No,No,35,No,NoPhoneService,DSL,No,No,No,No,No,No,Month_to_month,No,ElectronicCheck,24.15,812.5,No
1697_LYYYX,Female,0,Yes,Yes,61,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,CreditCardAutomatic,19.1,1143.8,No
1942_OQFRW,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,ElectronicCheck,44,44,No
4749_VFKVB,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month_to_month,Yes,MailedCheck,50.1,50.1,Yes
9640_ZSLDC,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,OneYear,No,CreditCardAutomatic,60.6,3297,No
4231_LZUYM,Female,0,Yes,No,72,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,BankTransferAutomatic,25.65,1887,No
7598_UAASY,Male,0,Yes,No,2,Yes,No,FiberOptic,No,No,Yes,No,No,No,Month_to_month,No,ElectronicCheck,76.4,151.8,Yes
7938_OUHIO,Male,0,No,No,3,Yes,No,FiberOptic,No,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,ElectronicCheck,98.7,293.65,Yes
8510_AWCXC,Female,1,No,No,13,Yes,Yes,FiberOptic,Yes,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,100.8,1308.1,Yes
6128_AQBMT,Male,1,Yes,No,41,No,NoPhoneService,DSL,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,53.95,2215.4,No
3594_BDSOA,Female,0,Yes,No,24,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,CreditCardAutomatic,20.4,482.8,No
0431_APWVY,Female,0,Yes,Yes,28,Yes,No,FiberOptic,No,No,No,No,Yes,Yes,OneYear,Yes,BankTransferAutomatic,90.1,2598.95,Yes
5133_VRSAB,Male,0,No,No,8,No,NoPhoneService,DSL,Yes,No,No,No,No,No,Month_to_month,No,MailedCheck,29.35,216.45,No
5996_DAOQL,Male,0,No,No,1,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,Yes,MailedCheck,20.45,20.45,No
6838_YAUVY,Female,0,No,No,54,Yes,Yes,FiberOptic,No,No,Yes,Yes,No,Yes,TwoYear,Yes,BankTransferAutomatic,95.1,5064.85,No
0484_JPBRU,Male,0,No,No,41,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,Yes,BankTransferAutomatic,25.25,996.45,No
7883_ROJOC,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,MailedCheck,44.9,839.65,No
0244_LGNFY,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,No,BankTransferAutomatic,92.65,6733,No
7274_CGTOD,Male,0,No,No,62,No,NoPhoneService,DSL,Yes,Yes,Yes,Yes,No,No,TwoYear,Yes,BankTransferAutomatic,43.7,2618.3,No
4295_YURET,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,72.6,4084.35,No
3426_NIYYL,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month_to_month,No,ElectronicCheck,51.55,765.5,Yes
8225_BTJAU,Male,1,No,No,10,Yes,No,FiberOptic,No,No,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,79.25,793.55,Yes
4635_EJYPD,Male,0,Yes,Yes,32,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,18.95,613.95,No
1866_ZSLJM,Male,0,No,No,21,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,CreditCardAutomatic,20.5,402.85,No
4636_TVXVG,Male,0,Yes,Yes,62,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,BankTransferAutomatic,19.95,1244.8,No
4236_UJPWO,Female,0,No,No,2,No,NoPhoneService,DSL,No,No,No,No,No,No,Month_to_month,No,ElectronicCheck,24.5,46.4,No
9392_XBGTD,Male,0,No,Yes,27,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,20.6,581.85,No
3387_VATUS,Male,0,No,No,5,Yes,Yes,FiberOptic,No,No,No,No,Yes,Yes,Month_to_month,Yes,BankTransferAutomatic,94.85,462.8,Yes
6402_SSEJG,Female,0,No,No,25,No,NoPhoneService,DSL,Yes,Yes,Yes,No,Yes,Yes,OneYear,No,ElectronicCheck,61.05,1540.2,No
1143_NMNQJ,Female,0,No,No,2,Yes,Yes,FiberOptic,No,No,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,85.7,169.8,Yes
1169_SAOCL,Male,0,No,No,49,Yes,Yes,FiberOptic,No,Yes,No,Yes,Yes,Yes,OneYear,Yes,BankTransferAutomatic,106.65,5168.1,No
1110_KYLGQ,Female,0,No,No,63,Yes,Yes,FiberOptic,Yes,Yes,Yes,No,Yes,Yes,Month_to_month,No,CreditCardAutomatic,108.25,6780.1,No
9929_PLVPA,Female,0,No,Yes,4,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,CreditCardAutomatic,20.4,94.5,No
3518_PZXZQ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month_to_month,Yes,MailedCheck,55.3,55.3,No
2371_JUNGC,Male,0,No,No,11,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,20.25,208,No
7693_QPEFS,Male,1,No,No,52,Yes,Yes,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,BankTransferAutomatic,72.95,3829.75,No
0924_BJCRC,Female,1,Yes,No,60,Yes,Yes,FiberOptic,No,Yes,No,No,No,Yes,Month_to_month,No,ElectronicCheck,89.45,5294.6,No
5074_FBGHB,Male,0,No,No,64,Yes,Yes,FiberOptic,No,No,Yes,Yes,Yes,Yes,OneYear,Yes,CreditCardAutomatic,104.65,6889.8,No
2351_BKRZW,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,TwoYear,No,BankTransferAutomatic,75.2,3254.35,No
4455_BFSPD,Female,0,Yes,No,61,Yes,Yes,FiberOptic,No,No,No,Yes,Yes,Yes,OneYear,No,BankTransferAutomatic,101.15,6383.9,No
0415_MOSGF,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,MailedCheck,44.4,44.4,Yes
1724_BQUHA,Male,1,No,No,5,Yes,No,FiberOptic,No,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,89.5,477.7,Yes
3948_KXDUF,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,TwoYear,No,BankTransferAutomatic,68.75,4447.55,No
2323_ARSVR,Male,0,Yes,No,67,Yes,No,FiberOptic,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,Yes,ElectronicCheck,111.05,7321.05,No
0815_MFZGM,Female,0,Yes,No,42,Yes,No,FiberOptic,No,No,Yes,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,99,4135,No
4826_XTSOH,Male,1,Yes,No,1,Yes,Yes,FiberOptic,No,No,No,No,Yes,No,Month_to_month,Yes,ElectronicCheck,86.05,86.05,Yes
5480_XTFFL,Female,0,Yes,Yes,31,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,21,697.7,No
8295_FHIVV,Male,0,No,No,7,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,Yes,MailedCheck,19.4,168.65,No
2495_INZWQ,Male,0,No,No,4,No,NoPhoneService,DSL,No,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,44.55,174.3,Yes
9086_YJYXS,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,OneYear,No,BankTransferAutomatic,77.2,2753.8,No
1179_INLAT,Male,0,No,No,3,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,Yes,MailedCheck,19.45,69.25,No
7909_FIOIY,Female,0,Yes,Yes,19,No,NoPhoneService,DSL,No,No,No,No,No,No,Month_to_month,Yes,MailedCheck,24.85,434.8,No
4139_SUGLD,Male,0,Yes,Yes,31,No,NoPhoneService,DSL,Yes,No,No,Yes,No,No,Month_to_month,No,BankTransferAutomatic,35.4,1077.5,Yes
6857_VWJDT,Female,0,No,No,1,Yes,Yes,FiberOptic,No,No,No,No,Yes,Yes,Month_to_month,No,MailedCheck,95.65,95.65,Yes
6351_SCJKT,Male,0,No,No,3,No,NoPhoneService,DSL,Yes,No,Yes,Yes,No,No,Month_to_month,No,MailedCheck,41.35,107.25,No
5468_BPMMO,Male,0,Yes,No,46,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,ElectronicCheck,19.6,851.2,No
5624_BQSSA,Female,0,No,No,1,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,20.95,20.95,Yes
0197_PNKNK,Female,0,Yes,Yes,69,Yes,Yes,FiberOptic,Yes,No,Yes,No,No,No,OneYear,No,BankTransferAutomatic,84.45,5848.6,No
2439_QKJUL,Male,0,No,No,5,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,20.25,109.8,No
1194_SPVSP,Male,0,No,No,1,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,BankTransferAutomatic,19.65,19.65,No
9534_NSXEM,Male,0,No,No,26,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,Yes,CreditCardAutomatic,20.65,595.5,No
2408_WITXK,Female,1,No,No,10,No,NoPhoneService,DSL,No,No,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,34.7,329.8,Yes
8929_KSWIH,Male,0,No,No,25,Yes,No,FiberOptic,No,No,Yes,Yes,Yes,Yes,TwoYear,No,BankTransferAutomatic,99.3,2513.5,No
2250_IVBWA,Male,0,Yes,Yes,64,Yes,No,FiberOptic,Yes,Yes,No,No,No,No,Month_to_month,No,ElectronicCheck,81.05,5135.35,No
1810_MVMAI,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month_to_month,No,ElectronicCheck,67.6,2000.2,No
9506_UXUSK,Male,0,No,No,13,Yes,No,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,70.15,931.75,No
1229_RCALF,Female,0,Yes,No,64,Yes,Yes,FiberOptic,Yes,Yes,Yes,Yes,Yes,Yes,OneYear,Yes,ElectronicCheck,115,7396.15,No
3572_UOLYZ,Female,0,No,Yes,46,Yes,Yes,FiberOptic,No,No,Yes,Yes,No,No,Month_to_month,Yes,BankTransferAutomatic,84.8,3958.85,No
1429_UYJSV,Female,0,No,No,12,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,19.7,260.9,No
5577_OTWWW,Female,0,No,No,15,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,BankTransferAutomatic,19.75,297.3,Yes
6100_QQHEB,Male,0,Yes,Yes,17,Yes,Yes,FiberOptic,No,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,92.55,1515.1,Yes
6366_XIVKZ,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month_to_month,Yes,MailedCheck,63.15,816.8,No
3470_OBUET,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,TwoYear,No,CreditCardAutomatic,74,4868.4,No
2770_NSVDG,Male,0,Yes,No,24,No,NoPhoneService,DSL,No,No,Yes,No,No,No,Month_to_month,No,ElectronicCheck,29.1,688,No
9375_MHRRS,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month_to_month,No,MailedCheck,50.05,288.35,No
2634_HCZGT,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,OneYear,Yes,ElectronicCheck,60.05,3229.65,Yes
7503_QQRVF,Male,1,Yes,No,16,Yes,No,FiberOptic,No,Yes,No,No,No,No,Month_to_month,Yes,CreditCardAutomatic,74.3,1178.25,Yes
4860_YZGZM,Male,0,No,No,10,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,ElectronicCheck,20,185.4,No
6599_GZWCM,Female,0,No,No,13,Yes,No,FiberOptic,No,Yes,No,No,No,No,OneYear,Yes,MailedCheck,74.65,966.25,No
2691_NZETQ,Male,0,No,No,9,Yes,Yes,FiberOptic,No,No,No,No,Yes,No,Month_to_month,Yes,ElectronicCheck,85.35,758.6,Yes
4404_HIBDJ,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,OneYear,No,MailedCheck,74.3,1863.8,Yes
5533_NHFRF,Male,1,No,No,7,No,NoPhoneService,DSL,No,Yes,No,Yes,No,Yes,Month_to_month,Yes,ElectronicCheck,44.4,265.8,No
7037_MTYVW,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,TwoYear,Yes,BankTransferAutomatic,85.4,3297,No
4760_THGOT,Female,0,Yes,No,43,Yes,Yes,FiberOptic,Yes,Yes,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,94.1,4107.3,No
7295_JOMMD,Female,0,No,Yes,4,Yes,No,FiberOptic,No,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,BankTransferAutomatic,98.1,396.3,Yes
4016_BJKTZ,Female,0,No,No,25,Yes,Yes,FiberOptic,No,Yes,Yes,Yes,Yes,Yes,TwoYear,No,ElectronicCheck,108.9,2809.05,No
6584_VQMYT,Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,OneYear,No,MailedCheck,56.2,1567.55,No
9838_BFCQT,Male,0,Yes,Yes,72,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,26.1,1851.45,No
2790_XUYMV,Male,0,No,Yes,71,Yes,Yes,FiberOptic,Yes,Yes,No,No,No,No,OneYear,Yes,CreditCardAutomatic,85.45,6028.95,No
0581_MDMPW,Female,0,No,No,24,Yes,Yes,FiberOptic,No,No,Yes,No,Yes,No,Month_to_month,Yes,CreditCardAutomatic,88.95,2072.75,No
5013_SBUIH,Female,0,No,No,50,Yes,Yes,FiberOptic,Yes,Yes,No,Yes,Yes,Yes,TwoYear,Yes,ElectronicCheck,109.65,5551.15,Yes
1023_BQXZE,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,TwoYear,Yes,BankTransferAutomatic,74.35,4317.35,No
9163_GHAYE,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,No,ElectronicCheck,48.85,736.8,No
3904_UKFRE,Male,0,No,No,4,Yes,Yes,FiberOptic,Yes,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,80.1,336.15,No
5353_WILCI,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month_to_month,No,ElectronicCheck,56.05,1522.65,No
0709_TVGUR,Female,1,No,No,9,Yes,Yes,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,74.55,622.9,Yes
0058_EVZWM,Female,0,Yes,No,55,Yes,Yes,FiberOptic,Yes,No,No,No,Yes,No,Month_to_month,Yes,BankTransferAutomatic,89.8,4959.6,No
6023_YEBUP,Male,0,No,No,3,Yes,Yes,FiberOptic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,100.95,329.95,Yes
7209_JCUDS,Male,0,No,No,10,Yes,No,FiberOptic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,94.9,1048.85,Yes
7009_PCARS,Male,0,No,Yes,55,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,BankTransferAutomatic,19.1,1001.5,No
0519_DRGTI,Female,0,Yes,Yes,20,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,20.35,442.6,No
1017_FBQMM,Female,0,Yes,Yes,62,Yes,Yes,FiberOptic,No,Yes,No,Yes,Yes,Yes,OneYear,Yes,CreditCardAutomatic,106.05,6703.5,No
3001_CBHLQ,Male,1,Yes,No,32,Yes,Yes,FiberOptic,No,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,ElectronicCheck,104.9,3351.55,Yes
1985_MBRYP,Female,0,No,No,43,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,Yes,BankTransferAutomatic,19.65,779.25,No
6158_DWPZT,Male,0,Yes,No,9,No,NoPhoneService,DSL,No,No,No,No,No,No,OneYear,No,BankTransferAutomatic,24.1,259.8,Yes
9372_TXXPS,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,TwoYear,No,BankTransferAutomatic,59.85,3483.45,No
3259_QMXUN,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,TwoYear,Yes,ElectronicCheck,86.1,4890.5,No
1015_JPFYW,Male,0,No,Yes,7,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,19.45,136.75,No
6645_MXQJT,Male,0,Yes,Yes,2,Yes,No,FiberOptic,Yes,No,No,No,Yes,Yes,Month_to_month,No,ElectronicCheck,97.1,184.15,No
4360_QRAVE,Male,1,No,No,37,No,NoPhoneService,DSL,No,Yes,Yes,No,No,No,Month_to_month,No,ElectronicCheck,36.65,1315,No
8433_WPJTV,Female,1,Yes,Yes,65,Yes,Yes,FiberOptic,No,No,Yes,Yes,Yes,Yes,OneYear,Yes,BankTransferAutomatic,103.9,6767.1,No
5804_JMYIO,Female,0,Yes,Yes,39,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,19.75,757.95,No
3763_GCZHZ,Male,0,Yes,No,66,Yes,Yes,FiberOptic,No,Yes,No,Yes,Yes,Yes,OneYear,Yes,ElectronicCheck,104.05,6890,Yes
6484_LATFU,Male,0,No,No,68,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,24.55,1657.4,No
7599_NTMDP,Female,0,Yes,Yes,62,No,NoPhoneService,DSL,Yes,Yes,No,Yes,Yes,No,TwoYear,No,BankTransferAutomatic,48.7,3008.55,No
